name,address,city,state,zip,phone,clia_number,lab_type,cms_facility_type_name,test_volume,site_count
CENTER FOR RHEUMATOLOGY,"8640 W 3RD ST, STE 300",LOS ANGELES,CA,90048,3106597117,05D1086289,REFERENCE,independent,111380,0
IRVINE PATHOLOGY MEDICAL GROUP INC,"15375 BARRANCA PKWY, STE H-105",IRVINE,CA,92618,9493878111,05D1090909,REFERENCE,independent,5700,0
OMNIPATHOLOGY SOLUTIONS,968 S FAIR OAKS AVE,PASADENA,CA,91105,6267445339,05D1098267,REFERENCE,independent,16305,0
NEWPORT HARBOR PATHOLOGY,"2901 W COAST HWY, STE 200",NEWPORT BEACH,CA,92663,9498911297,05D1100910,REFERENCE,independent,500,0
CANOPY BIOSCIENCES,3535 BREAKWATER AVE,HAYWARD,CA,94545,6505329500,05D1106350,REFERENCE,independent,16,0
LABORATORY CORPORATION OF AMERICA,500 LENNON LANE,WALNUT CREEK,CA,94598,9259799028,05D2003055,REFERENCE,independent,26573,0
PATHKARE INC,"720 TUSTINE AVE, STE 101",SANTA ANA,CA,92705,7149722705,05D2006188,REFERENCE,independent,7300,0
Y & Z WESTWOOD SURGICAL PATHOLOGY,1700 WESTWOOD BLVD STE 30E,LOS ANGELES,CA,90024,3104351892,05D2025143,REFERENCE,independent,200,0
"LAB GENOMICS, LLC",11160 WARNER AVE STE 415,FOUNTAIN VALLEY,CA,92708,7144381009,05D2026572,REFERENCE,independent,27415,0
DELTA MEDICAL GROUP OF PATHOLOGISTS INC,975 S FAIRMONT AVE,LODI,CA,95240,4088910837,05D2029285,REFERENCE,independent,11939,0
CALPATH MEDICAL ASSOCIATES,2425 SAMARITAN DR,SAN JOSE,CA,95124,4088665227,05D2033368,REFERENCE,independent,13000,0
"GLOBAL DIAGNOSTIC LAB, INC",26 N OAK AVE,PASADENA,CA,91107,6265772711,05D2038784,REFERENCE,independent,22800,0
HUNTINGTON REPRODUCTIVE CENTER,"6183 PASEO DEL NORTE, UNIT 270",CARLSBAD,CA,92011,8664724483,05D2039121,REFERENCE,independent,300,0
MD TOX LABORATORY,"1565 MCGAW, AVE STE B",IRVINE,CA,92614,9496129883,05D2040304,REFERENCE,independent,1246362,0
VITAE DIAGNOSTICS,"3838 DEL AMO BLVD, STE 202",TORRANCE,CA,90503,3103765812,05D2044828,REFERENCE,independent,420000,0
NEWPORT HARBOR PATHOLOGY,1 HOAG DR,NEWPORT BEACH,CA,92663,9498911297,05D2050266,REFERENCE,independent,26030,0
SHARP REES - STEALY CLINICAL LABORATORY-FIR,300 FIR ST,SAN DIEGO,CA,92101,8586168031,05D2056068,REFERENCE,independent,430532,0
SAN DIEGO FAMILY DERMATOLOGY,"15725 POMERADO RD, STE 102",POWAY,CA,92064,6192678303,05D2060295,REFERENCE,independent,170,0
HUNTINGTON REPRODUCTIVE CENTER MEDICAL GROUP,"8112 MILLIKEN AVE, STE 101-1",RANCHO CUCAMONGA,CA,91730,9099411120,05D2064026,REFERENCE,independent,1500,0
ORANGE COUNTY LABS INC,"17672 BEACH BLVD, STE F",HUNTINGTON BEACH,CA,92647,7148941591,05D2068755,REFERENCE,independent,14000,0
CSI MEDICAL GROUP,4871 LA CANADA BLVD,LA CANADA FLINTRIDGE,CA,91011,8184379546,05D2069464,REFERENCE,independent,2000,0
SAN FRANCISCO DERMATOPATHOLOGY,"1618 SULLIVAN AVE, STE 208",DALY CITY,CA,94015,6507565500,05D2069498,REFERENCE,independent,650,0
NAVJYOT GUJRAL MD,"720 N TUSTIN AVE, STE 101A",SANTA ANA,CA,92705,7149722705,05D2072631,REFERENCE,independent,3000,0
ALAMEDA COUNTY PUBLIC HEALTH,"2901 PERALTA OAKS CT, 2ND FL",OAKLAND,CA,94605,5103824300,05D2090025,REFERENCE,public_health_lab,13516,0
INDIVIDX,9600 7TH ST STE P,RANCHO CUCAMONGA,CA,91730,9097803728,05D2096856,REFERENCE,independent,2700,0
"OMNIA DIAGNOSTIC LABORATORY, LLC","20950 NORMANDIE AVENUE, UNIT J",TORRANCE,CA,90502,3109631045,05D2096883,REFERENCE,independent,2000,0
HOAG CANCER CENTER IRVINE,16105 SAND CANYON AVE,IRVINE,CA,92618,9497645446,05D2097962,REFERENCE,other,139400,0
"LINO J DEGUZMAN, MD PC LABORATORY","1525 SUPERIOR AVE, STE 200",NEWPORT BEACH,CA,92663,9497271232,05D2098715,REFERENCE,independent,2000,0
BACH MEDICAL GROUP,17672 COWAN,IRVINE,CA,92614,8005444181,05D2101629,REFERENCE,independent,1987423,0
IRVINE PATHOLOGY MEDICAL GROUP INC,"27462 PORTOLA PKWY, STE 100",FOOTHILL RANCH,CA,92610,9493878111,05D2102456,REFERENCE,independent,120,0
HELIX MOBILE WELLNESS,"490 POST ST, STE 454",SAN FRANCISCO,CA,94102,3033092769,05D2103632,REFERENCE,independent,13200,0
ATCG LABORATORY,"17881 SKY PARK CIRCLE, BLDG-22, STE-D",IRVINE,CA,92614,9497404497,05D2104354,REFERENCE,independent,43200,0
ORANGE COUNTY SKINLAB,31899 DEL OBISPO ST STE 130,SAN JUAN CAPISTRANO,CA,92675,9493596400,05D2107293,REFERENCE,independent,500,0
"CA DEPT OF PUBLIC HEALTH, DRINKING WATER &","850 MARINA BAY PKWY, RM G-164",RICHMOND,CA,94804,5106202911,05D2112676,REFERENCE,public_health_lab,100,0
SPECIALIZED UNIVERSITY PATHOLOGISTS,931 BUENA VISTA ST STE 200B,DUARTE,CA,91010,6265142491,05D2115860,REFERENCE,independent,1200,0
CSI MEDICAL GROUP PC,2438 N PONDEROSA DR STE C-105,CAMARILLO,CA,93010,8053882068,05D2118106,REFERENCE,independent,805,0
"SCHWALB CONSULTING, LLC DBA JIT LABS","1 TECHNOLOGY DR, STE C523",IRVINE,CA,92618,9493333661,05D2124530,REFERENCE,independent,10000,0
ALL SOUTH BAY FOOTCARE PODIATRY GROUP INC,"23365 HAWTHORNE BLVD, STE 101",TORRANCE,CA,90505,3103260202,05D2128423,REFERENCE,independent,700,0
GENOMIC TESTING COOPERATIVE,27165 KIAVO DR,VALLEY CENTER,CA,92082,9492757564,05D2129017,REFERENCE,independent,200,0
TORAY MOLECULAR ONCOLOGY LABORATORY,"150 N HILL DR, STE 23",BRISBANE,CA,94005,4158255544,05D2130372,REFERENCE,independent,1000,0
SC HEALTH LABS,15540 ROCKFIELD BLVD  SUITE A100,IRVINE,CA,92618,6509991710,05D2141585,REFERENCE,independent,1641707,0
SKIN AND BEAUTY CENTER LAB,"2220 N SCREENLAND DR, STE 101",BURBANK,CA,91505,8778428000,05D2144307,REFERENCE,independent,18000,0
"NEW WORLD CLINICAL LABORATORY, INC",10841 NOEL ST STE 110,LOS ALAMITOS,CA,90720,5622005054,05D2145018,REFERENCE,independent,1800,0
YOSEMITE PATHOLOGY MEDICAL GROUP INC,4301 NORTH STAR WAY,MODESTO,CA,95356,2095771200,05D2146088,REFERENCE,independent,6527,0
"USA BIOSCIENCES, LLC","24309 NARBONNE AVENUE, SUITE 210",LOMITA,CA,90717,3107557530,05D2147767,REFERENCE,independent,30247,0
NEOANALYTICS LABORATORY,"25 S RAYMOND AVE, STE 204",ALHAMBRA,CA,91801,6267034445,05D2153457,REFERENCE,independent,4840,0
"ALTERA LABORATORY SERVICES, LLC",2670 N MAIN ST STE 100,SANTA ANA,CA,92705,8584494565,05D2154950,REFERENCE,independent,1000,0
WESTERN PATHOLOGY INC.,215 PESETAS LANE,SANTA BARBARA,CA,93110,8055435000,05D2163759,REFERENCE,independent,10000,0
SUNRISE DIAGNOSTICS LABORATORIES INC,4111 OCEAN VIEW BLVD,MONTROSE,CA,91020,8186968575,05D2166864,REFERENCE,independent,42000,0
DYNACARE DIAGNOSTIC,2166 SHAW AVE STE #104,CLOVIS,CA,93611,5598628636,05D2167092,REFERENCE,independent,9200,0
SHARP REES STEALY CLINICS,2020 GENESEE AVE,SAN DIEGO,CA,92123,8586168031,05D2167404,REFERENCE,independent,13463,0
PRECISION PATHOLOGY MEDICAL GROUP INC,"4626 WILLOW RD, STE 102",PLEASANTON,CA,94588,2095771200,05D2169457,REFERENCE,independent,16534,0
ASTERIA LABORATORY,"8640 W 3RD ST, STE 203",LOS ANGELES,CA,90048,3104640231,05D2174365,REFERENCE,independent,5000,0
UNIVERSITY DERMATOPATHOLOGY,"2220 N. SCREENLAND DR, STE 102",BURBANK,CA,91505,3239358800,05D2174490,REFERENCE,independent,6000,0
INNOVATIVE PATHOLOGY MEDICAL GROUP,21250 HAWTHORNE BLVD STE 800,TORRANCE,CA,90503,3103395495,05D2180074,REFERENCE,independent,100,0
EIV DIAGNOSTICS,"1477 E SHAW AVE, STE 170",FRESNO,CA,93710,5597777117,05D2181132,REFERENCE,independent,25210,0
STEMEXPRESS,"1743 CREEKSIDE DR, STE 200",FOLSOM,CA,95630,5306267000,05D2181681,REFERENCE,independent,2000,0
NATIONAL DIAGNOSTIC LABORATORY,4141 WESLIN AVE,SHERMAN OAKS,CA,91423,3107174611,05D2182441,REFERENCE,independent,200,0
ALEXANIAN MEDICAL LABORATORIES,30461 PASSAGEWAY PL,AGOURA HILLS,CA,91301,4242620474,05D2189712,REFERENCE,independent,1000,0
"CARIS MPI, INC DBA CARIS LIFE SCIENCES","4165 EXECUTIVE DR, UNIT 209",LA JOLLA,CA,92037,8889798669,05D2191611,REFERENCE,independent,7800,0
SHARP REES STEALY CLINICS LABORATORY-SANTEE,8701 CUYAMACA ST,SANTEE,CA,92071,8586168031,05D2200574,REFERENCE,independent,514749,0
"MAGIC OWL LABORATORIES, INC","513 E LIME AVE, UNIT 202",MONROVIA,CA,91016,2157150114,05D2207606,REFERENCE,independent,774000,0
MEDUSA PATHOLOGY INC,529 SOSCOL AVE,NAPA,CA,94559,7073073151,05D2207793,REFERENCE,independent,5224,0
"CSL PLASMA, INC","4135 CHICAGO AVE,  STE 130",RIVERSIDE,CA,92507,9518774465,05D2211703,REFERENCE,other,72580,0
DOCTORNOW,"9335 RESEDA BLVD, STE 100A",NORTHRIDGE,CA,91324,8662157781,05D2212012,REFERENCE,independent,4800,0
"CARIS MPI, INC",27262 PASEO PEREGRINO,SAN JUAN CAPISTRANO,CA,92675,3108496480,05D2214363,REFERENCE,independent,7800,0
"CARIS MPI, INC",114 CATALONIA,IRVINE,CA,92618,2148835528,05D2216638,REFERENCE,independent,7800,0
PALM VALLEY MULTI-SPECIALTY MEDICAL GROUP PC,72-650 FRED WARING DR STE 208,PALM DESERT,CA,92260,7602548600,05D2216642,REFERENCE,independent,43100,0
"CARIS MPI, INC",15421 LORRAINE WAY,IRVINE,CA,92604,2148835528,05D2216872,REFERENCE,independent,7800,0
BIOLIFE PLASMA SERVICES LP,1346 W FOOTHILL BLVD,RIALTO,CA,92376,9095467618,05D2217418,REFERENCE,other,92604,0
BIOLIFE PLASMA SERVICES LP,5188 ARLINGTON AVE,RIVERSIDE,CA,92504,9513734772,05D2226164,REFERENCE,other,67698,0
"WESTERN PATHOLOGY, INC","1 TECHNOLOGY DR, STE C-523",IRVINE,CA,92618,8055435000,05D2227171,REFERENCE,independent,10000,0
BIOLIFE PLASMA SERVICES LP,215 PHILADELPHIA ST,POMONA,CA,91766,9092704349,05D2232344,REFERENCE,other,101705,0
SPECTRUM MOLECULAR DIAGNOSTICS LABORATORY,30151-B AVENIDA DE LAS BANDERAS,RANCHO SANTA MARGARITA,CA,92688,9492646102,05D2232585,REFERENCE,independent,6000,0
"ALTA DIAGNOSTIC LABORATORIES, INC",2212 LINCOLN AVE,ALTADENA,CA,91001,8185295181,05D2234621,REFERENCE,independent,10000,0
BIOLIFE PLASMA SERVICES LP,2085 MONTIEL RD STE 101,SAN MARCOS,CA,92069,4422863025,05D2242005,REFERENCE,other,82973,0
BIOLIFE PLASMA SERVICES LP,1960 HACIENDA DR,VISTA,CA,92081,7606666018,05D2242431,REFERENCE,other,62276,0
"SOUTH WEST SCIENCE LABS, LLC",245 FISCHER AVE STE D5,COSTA MESA,CA,92626,3106949342,05D2244551,REFERENCE,independent,117600,0
NEOM DIAGNOSTIC LABORATORIES,"2424 TORRANCE BLVD, STE A",TORRANCE,CA,90501,3109632815,05D2245218,REFERENCE,independent,9000,0
BIOLIFE PLASMA SERVICES LP,2335 S MOONEY BLVD,VISALIA,CA,93277,5597543404,05D2255703,REFERENCE,other,78745,0
DIALOGIX LABORATORIES,"570 NEVADA ST, STE K",REDLANDS,CA,92373,4244133906,05D2262146,REFERENCE,independent,96960,0
YOSEMITE PATHOLOGY MEDICAL GROUP INC,222 N GARDEN ST STE 110,VISALIA,CA,93291,2095771200,05D2265005,REFERENCE,independent,15433,0
NEOGENOMICS LABORATORIES INC,"5 RIVERPARK PL EAST, STE 102",FRESNO,CA,93720,8667665907,05D2265860,REFERENCE,independent,3140,0
SUTTER BAY MEDICAL FOUNDATION-,"401 OLD SAN FRANCISCO RD, 2ND FL",SUNNYVALE,CA,94086,4087306227,05D2270378,REFERENCE,independent,600,0
"LIFEQUEST DIAGNOSTIC, INC","720 N VALLEY ST, STE F",ANAHEIM,CA,92801,6577774046,05D2274138,REFERENCE,independent,1300,0
SONIC DIAGNOSTIC LABORATORY INC,"21363 LASSEN ST, STE 201",CHATSWORTH,CA,91311,8182803163,05D2275785,REFERENCE,independent,40372,0
RAPID PAX LASB INC,12444 VICTORY BLVD UNIT 503A,NORTH HOLLYWOOD,CA,91606,7478880803,05D2290384,REFERENCE,independent,48000,0
"MAMMOTH PATH SOLUTION, LLC","20505 CRESCENT BAY DR, STE A2",LAKE FOREST,CA,92630,7147269565,05D2291536,REFERENCE,independent,2000,0
FULGENT THERAPEUTICS LLC,16 CALAVERA,IRVINE,CA,92606,2016730083,05D2294994,REFERENCE,independent,6226,0
PLATINUM DIGESTIVE HEALTH,"9481 PITTSBURGH AVE, STE 200",RANCHO CUCAMONGA,CA,91730,9096550300,05D2295343,REFERENCE,independent,2000,0
TPMG REGIONAL GENOMICS LABORATORY,5901 OPTICAL CT,SAN JOSE,CA,95138,6693865000,05D2296234,REFERENCE,hmo,73346,0
THRIVELAB LLC,"23276 S POINTE DR, STE 101",LAGUNA HILLS,CA,92653,9497492165,05D2304140,REFERENCE,independent,15000,0
PROLACTA BIOSCIENCE INC,1800 HIGHLAND AVE,DUARTE,CA,91010,6266269560,05D2307605,REFERENCE,independent,53025,0
CORTEX LAB INC,"14435 HAMLIN ST, STE 200",VAN NUYS,CA,91404,8188496959,05D2310314,REFERENCE,independent,94000,0
"INFORM DIAGNOSTICS, INC",827 GROVE VIEW RD,OCEANSIDE,CA,92057,7148131605,05D2313265,REFERENCE,independent,4000,0
OCEANSIDE DIAGNOSTICS LLC,"2821 OCEANSIDE BLVD, STE F",OCEANSIDE,CA,92054,8585042992,05D2318147,REFERENCE,independent,420348,0
PACIFIC PATHOLOGY DIAGNOSTICS LABORATORY,1322 WHITE OAKS RD,CAMPBELL,CA,95008,4086284280,05D2319483,REFERENCE,independent,2000,0
"COHEN DERMATOPATHOLOGY, PC DBA INFORM DIAGNOSTICS",12 BELMONTE DR,PALM DESERT,CA,92211,6175132428,05D2324729,REFERENCE,independent,5793,0
COLORADO DEPT OF PUBLIC HEALTH & ENVIRONMENT,8100 LOWRY BLVD,DENVER,CO,80230,3036923090,06D0644326,REFERENCE,public_health_lab,1667000,0
HEALTH CENTER AT AURARIA,955 LAWRENCE ST,DENVER,CO,80217,3036159999,06D0672142,REFERENCE,school_student_health,56,2
"CSL PLASMA, INC",3505 11TH AVE,EVANS,CO,80620,9703303558,06D0862933,REFERENCE,other,68167,0
TAMARAC MEDICAL INC,"3959 E ARAPAHOE RD,  STE 100",CENTENNIAL,CO,80122,3037941083,06D0899927,REFERENCE,independent,54418,0
COLORADO ANTIVIRAL PHARMACOLOGY LABORATORY,12850 E MONTVIEW BLVD,AURORA,CO,80045,3037246132,06D1094710,REFERENCE,independent,6,0
"BIOLIFE PLASMA SERVICES, LP",251 W 65TH ST,LOVELAND,CO,80538,9706635600,06D2082523,REFERENCE,other,89451,0
INTEGRATED MOLECULAR DIAGNOSTICS PATHOLOGY,"12635 E MONTVIEW BLVD,  STE 360/370/373",AURORA,CO,80045,7208594056,06D2091162,REFERENCE,independent,1417,0
"CSL PLASMA, INC - NORTHGLENN",11874 WASHINGTON ST,NORTHGLENN,CO,80233,3035157621,06D2093240,REFERENCE,other,64781,0
ST MARY'S REGIONAL HOSPITAL - AMBULANCE SERVICE,2635 N 7TH ST,GRAND JUNCTION,CO,81501,9702982149,06D2099015,REFERENCE,ambulance,1920,6
COMMONSPIRIT EMERGENCY AND URGENT CARE,4943 HWY 52,DACONO,CO,80514,3039254840,06D2112697,REFERENCE,independent,9200,0
"BIOLIFE PLASMA SERVICES, LP",6310 SOURCE CENTER POINT,COLORADO SPRINGS,CO,80923,7195980170,06D2117010,REFERENCE,other,83869,0
COMMONSPIRIT EMERGENCY & URGENT CARE LAKEWOOD,3280 S WADSWORTH BLVD,LAKEWOOD,CO,80227,3036493620,06D2124408,REFERENCE,independent,15677,0
ROCKY MOUNTAIN LABORATORY,"2400 MIDPOINT DR, SUITE 170",FORT COLLINS,CO,80525,9706318645,06D2150068,REFERENCE,independent,3400000,0
"CSL PLASMA, INC",5506 N ACADEMY BLVD,COLORADO SPRINGS,CO,80918,7192843258,06D2173388,REFERENCE,other,56414,0
"STATLAB DIAGNOSTICS, LLC",3810 IRVING STREET,DENVER,CO,80211,3037561020,06D2200475,REFERENCE,independent,5000,0
LABORATORY CORPORATION OF AMERICA,2750 BROADWAY ST,BOULDER,CO,80304,3034421862,06D2211550,REFERENCE,independent,457200,0
DENVER DERMATOPATHOLOGY LLC,2809 WELTON ST,DENVER,CO,80205,6307306057,06D2231652,REFERENCE,independent,3403,0
"PATHOLOGY SERVICES, PC",115 PONDEROSA PARK DRIVE,DURANGO,CO,81301,6172859548,06D2246685,REFERENCE,independent,250,0
PEAK CLINICAL DIAGNOSTICS LLC,2600 S PARKER ROAD SUITE 2-125,AURORA,CO,80014,7207469578,06D2267171,REFERENCE,independent,87500,0
INGERLISA MATTOCH MD INC DBA TIAGA PATHOLOGY,1708 N BOISE AVE,LOVELAND,CO,80538,9708186788,06D2284295,REFERENCE,independent,40194,0
EAGLE COUNTY PARAMEDIC SERVICES,1055 EDWARDS VILLAGE BLVD,EDWARDS,CO,81632,9709265720,06D2294981,REFERENCE,ambulance,100,2
BIOLIFE PLASMA SERVICES LP,550 E 102ND AVE,THORNTON,CO,80229,7205437197,06D2299172,REFERENCE,other,109235,0
"SALIENT DIAGNOSTICS, LLC","5650 N WASHINGTON ST, C9",DENVER,CO,80216,3039997260,06D2303146,REFERENCE,independent,277200,0
"QUEST DIAGNOSTICS, LLC",3 STERLING DRIVE,WALLINGFORD,CT,06492,2039495500,07D0093126,REFERENCE,independent,705280,0
QUEST DIAGNOSTICS,374 GRAND AVENUE,NEW HAVEN,CT,06513,2037777411,07D0095979,REFERENCE,independent,4,0
QUEST DIAGNOSTICS LLC,3000 DIXWELL AVE,HAMDEN,CT,06518,2034973157,07D0098549,REFERENCE,independent,6,0
DR KATHERINE A KELLEY STATE PUBLIC HEALTH LAB,395 WEST ST,ROCKY HILL,CT,06067,8609206503,07D0644555,REFERENCE,public_health_lab,73925,0
OBGYN GROUP OF EASTERN CT PC,2600 TAMARACK AVE,SOUTH WINDSOR,CT,06074,8606461157,07D0677759,REFERENCE,independent,3000,0
GH BENDHEIM LABORATORY,"77 LAFAYETTE PL, STE 202-A",GREENWICH,CT,06830,4752408335,07D0694769,REFERENCE,independent,38607,0
CENTER FOR ADVANCED REPRODUCTIVE SERVICES,50 COLUMBUS BLVD,HARTFORD,CT,06106,8605258283,07D0723063,REFERENCE,independent,1250,0
SAINT MARY'S HOSPITAL ONCOLOGY CENTER,"1075 CHASE PKWY, STE A",WATERBURY,CT,06708,2037096560,07D0899809,REFERENCE,independent,52548,0
DERMATOPATHOLOGY LABORATORY OF NEW ENGLAND PC,140 GREEN ROAD,MERIDEN,CT,06450,2036302666,07D0902738,REFERENCE,independent,22827,0
QUEST DIAGNOSTICS LLC,1080 SILAS DEANE HWY,WETHERSFIELD,CT,06109,8602663785,07D0959690,REFERENCE,independent,25,0
MOLECULAR DIAGNOSTIC LABORATORY LLC,"950 YALE AVENUE, UNIT 39",WALLINGFORD,CT,06492,8187463507,07D0993149,REFERENCE,independent,4461,0
QUEST DIAGNOSTICS LLC,280 SOUTH MAIN ST STE 202,CHESHIRE,CT,06410,2034394110,07D1068226,REFERENCE,independent,1,0
PFIZER PHARMACOGENOMICS LAB,445 EASTERN POINT RD,GROTON,CT,06340,8606863203,07D1105829,REFERENCE,independent,1000,0
QUEST DIAGNOSTICS,"42 TOWN ST, STE 1000B",NORWICH,CT,06360,9592470695,07D2058038,REFERENCE,independent,1,0
"ACCU REFERENCE MEDICAL LAB, LLC",677 SILVER LN,EAST HARTFORD,CT,06108,8602162150,07D2062566,REFERENCE,independent,2612,0
CT GI LABORATORY POWERED BY,"1290 SILAS DEANE HWY, STE 101",WETHERSFIELD,CT,06109,8606576234,07D2065321,REFERENCE,independent,280000,0
"MILFORD MOLECULAR DIAGNOSTICS, LLC",2044 BRIDGEPORT AVE,MILFORD,CT,06460,2038781438,07D2067401,REFERENCE,independent,5050,0
"PRECISION TOXICOLOGY, LLC",836 FARMINGTON AVE STE 212,WEST HARTFORD,CT,06119,8605233205,07D2093663,REFERENCE,independent,20,0
QUEST DIAGNOSTICS LLC,665 BOSTON POST RD,OLD SAYBROOK,CT,06475,8603394298,07D2094238,REFERENCE,independent,1,0
QUEST DIAGNOSTICS LLC,"54 HAZARD AVE, STE 90",ENFIELD,CT,06082,8606984838,07D2107878,REFERENCE,independent,1,0
QUEST DIAGNOSTICS LLC,54 WEST AVON RD STE104,AVON,CT,06001,8603219003,07D2107880,REFERENCE,independent,1,0
QUEST DIAGNOSTICS,385 MAIN STREET SOUTH,SOUTHBURY,CT,06488,2034054118,07D2107882,REFERENCE,independent,1,0
QUEST DIAGNOSTICS,"701 COTTAGE GROVE ROAD, BLDG B, SUITE 130",BLOOMFIELD,CT,06002,8602562161,07D2107888,REFERENCE,independent,2,0
QUEST DIAGNOSTICS LLC,687 CAMPBELL AVE,WEST HAVEN,CT,06516,2039372330,07D2108221,REFERENCE,independent,1,0
QUEST DIAGNOSTICS,1 GROVE STREET,NEW BRITAIN,CT,06053,8604142792,07D2108223,REFERENCE,independent,1,0
YALE DERMATOLOGY-BRANFORD,322 EAST MAIN ST  STE 2G,BRANFORD,CT,06405,2034813419,07D2112485,REFERENCE,independent,1860,0
QUEST DIAGNOSTICS LLC,3180 MAIN ST,BRIDGEPORT,CT,06606,4759880510,07D2133457,REFERENCE,independent,2,0
QUEST DIAGNOSTICS LLC,233 S BROAD ST,MILFORD,CT,06460,2033065066,07D2133458,REFERENCE,independent,2,0
QUEST DIAGNOSTICS,930 NORTH COLONY RD,WALLINGFORD,CT,06492,2034394116,07D2133460,REFERENCE,independent,1,0
ADVANCED GENETICS LAB,810 MAIN STREET,MONROE,CT,06468,4759887011,07D2147777,REFERENCE,independent,5400,0
LABORATORY FOR DNA-GUIDED MEDICINE,"10 JEFFERSON ST, UNIT C3",HARTFORD,CT,06106,8602461360,07D2160761,REFERENCE,independent,700,0
"EAST SIDE CLINICAL LABORATORY, INC",55 TOWN ST,NORWICH,CT,06360,4014558400,07D2164116,REFERENCE,independent,110,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,2 1/2 DEARFIELD DR,GREENWICH,CT,06831,2036611585,07D2169459,REFERENCE,independent,2,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,67 SANDPIT RD,DANBURY,CT,06810,2037981854,07D2169461,REFERENCE,independent,2,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,1290 SUMMER ST,STAMFORD,CT,06905,2033252826,07D2170095,REFERENCE,independent,2,0
GENCO LABS LLC,"7 SYCAMORE WAY, UNIT 9",BRANFORD,CT,06405,8603039950,07D2172174,REFERENCE,independent,201200,0
QUEST DIAGNOSTICS LLC,"970 FARMINGTON AVE,",WEST HARTFORD,CT,06107,8602007496,07D2174115,REFERENCE,independent,1,0
QUEST DIAGNOSTICS LLC,99 EXECUTIVE BLVD,SOUTHINGTON,CT,06489,2039101451,07D2174117,REFERENCE,independent,2,0
QUEST DIAGNOSTICS LLC,74 MACK STREET,WINDSOR,CT,06095,8606070546,07D2175391,REFERENCE,independent,1,0
QUEST DIAGNOSTICS LLC,224 NORTH MAIN STREET,MANCHESTER,CT,06042,8606437543,07D2175400,REFERENCE,independent,1,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,366 CROMWELL AVE,ROCKY HILL,CT,06067,9599551911,07D2279329,REFERENCE,independent,2,0
DIANON SYSTEMS INC,12 TALLWOOD RD,WOODBRIDGE,CT,06525,2039267463,07D2283699,REFERENCE,independent,44774,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,1131 WEST ST,SOUTHINGTON,CT,06489,8604203424,07D2315426,REFERENCE,independent,2,0
ECPC-C WALLACE HOME,596 DEERCLIFF ROAD,AVON,CT,06001,8606476487,07D2316952,REFERENCE,independent,20000,0
LABORATORY CORPORATION OF AMERICA HOLDINGS,205 MAIN ST,EAST HAVEN,CT,06512,2034661966,07D2327629,REFERENCE,independent,2,0
LABORATORY CORPORATION OF AMERICA,212 CHERRY LANE,NEW CASTLE,DE,19720,3026555227,08D0205715,REFERENCE,independent,85539,0
DELAWARE PUBLIC HEALTH LABORATORY,30 SUNNYSIDE ROAD,SMYRNA,DE,19977,3022231520,08D0662985,REFERENCE,public_health_lab,515700,0
"QPS, LLC","I INNOVATION WAY, SUITE 300",NEWARK,DE,19711,3023695144,08D0995854,REFERENCE,independent,1100,0
"INCENDIUM, LLC","1695 S STATE STREET, SUITE B",DOVER,DE,19901,3024657737,08D1091063,REFERENCE,independent,832,0
GREEN CLINICS LABORATORY,1633 SORGHUM MILL ROAD,DOVER,DE,19901,3047345050,08D2099470,REFERENCE,independent,11000,0
"CTM MEDICAL ASSOCIATES, LLC",32711 LONG NECK ROAD,MILLSBORO,DE,19966,3024654354,08D2101683,REFERENCE,independent,150,0
SUNWISE FAMILY DERMATOLOGY AND SURGERY,"102 SLEEPY HOLLOW DRIVE, SUITE 203",MIDDLETOWN,DE,19709,3023642000,08D2137936,REFERENCE,independent,500,0
"CSL PLASMA, INC",79 MARROWS ROAD,NEWARK,DE,19713,3025650003,08D2178548,REFERENCE,other,57559,0
RSM DIAGNOSTICS LAB LLC,"2500 GRUBB ROAD, SUITE#120",WILMINGTON,DE,19810,3025924106,08D2253750,REFERENCE,independent,2000,0
INSIGHT DIAGNOSTICS LLC,34434 KING STREET ROW 2ND FLOOR UNIT 4,LEWES,DE,19958,7327033426,08D2318627,REFERENCE,independent,2000,0
B & W STAT LABORATORY,3104 GEORGIA AVE NW,WASHINGTON,DC,20010,2027260842,09D0208053,REFERENCE,independent,650,0
GEORGETOWN DERMPATH,3301 NEW MEXICO AVENUE NW SUITE 210,WASHINGTON,DC,20016,2023636400,09D1092155,REFERENCE,independent,4800,0
EPIARX CONCIERGE PLLC,4000 ALBEMARLE ST NW SUITE 208,WASHINGTON,DC,20016,2027957109,09D2177481,REFERENCE,independent,220,0
FLORIDA DEPARTMENT OF HEALTH IN MIAMI DADE COUNTY,1350 NW 14TH STREET,MIAMI,FL,33125,3055755035,10D0024196,REFERENCE,public_health_lab,6515,11
QUANTUM HEALTH DIAGNOSTICS,4724 N DAVIS HWY 2ND FL,PENSACOLA,FL,32503,8504381154,10D0270905,REFERENCE,independent,4906,0
FINLAY CLINICAL LABORATORY INC,330 SW 27TH AVE,MIAMI,FL,33135,3056432702,10D0280554,REFERENCE,independent,868600,0
