name,city,state,zip,clia,domain,error
INCYTE PATHOLOGY - GRANDE RONDE HOSPITAL BRANCH,LA GRANDE,OR,97850,38D0910143,incytepathology.com,
INCYTE PATHOLOGY-GOOD SHEPHERD BRANCH,HERMISTON,OR,97838,38D0910144,incytepathology.com,
ANATOMICAL PATHOLOGY ASSOCIATES-CP LAB,ADA,OK,74820,37D2254947,npiindex.com,
CURRY HLTH DIST DBA CURRY GENERAL HOSPITAL,GOLD BEACH,OR,97444,38D0627147,curryhealthnetwork.com,
ZRT LABORATORY,BEAVERTON,OR,97008,38D0960950,zrtlab.com,
LABORATORY CORPORATION OF AMERICA,TULSA,OK,74137,37D2322172,labcorp.com,
LABORATORY CORPORATION OF AMERICA,PORTLAND,OR,97266,38D1027784,locations.labcorp.com,
LABCORP- YVFW MIRASOL HERMISTON,HERMISTON,OR,97838,38D1052678,yvfwc.com,
CURRY MEDICAL CENTER LABORATORY,BROOKINGS,OR,97415,38D0963720,curryhealthnetwork.com,
ASSURE DRUG DETECTION LLC,LA GRANDE,OR,97850,38D2039090,assuritytesting.com,
LABORATORY CORPORATION OF AMERICA,WOODBURN,OR,97071,38D1052679,locations.labcorp.com,
ZOOMCARE LABORATORY,TIGARD,OR,97223,38D2040640,zoomcare.com,
LABORATORY CORPORATION OF AMERICA,SALEM,OR,97301,38D1052681,locations.labcorp.com,
VISTA PATHOLOGY LABORATORY LLC,GRANTS PASS,OR,97527,38D2074144,vistapathology.com,
IP EUGENE 1,EUGENE,OR,97401,38D2060212,eugene-or.gov,
GOLDEN TOXICOLOGY LLC,WEST LINN,OR,97068,38D2095727,goldenwestdiagnostics.com,
VISTA PATHOLOGY LABORATORY LLC,MEDFORD,OR,97504,38D2096241,vistapathology.com,
SIRONA DX INC,PORTLAND,OR,97239,38D2143031,sironadx.com,
HIGH PRECISION LABORATORY INC,PORTLAND,OR,97227,38D2315693,hplaboratory.com,
GMG SCENERY PARK,STATE COLLEGE,PA,16801,39D0185014,locations.geisinger.org,
ZOOMCARE LLOYD DISTRICT SUPER,PORTLAND,OR,97232,38D2100145,zoomcare.com,
GMG GRAYS WOODS,PORT MATILDA,PA,16870,39D0657274,gw.scasd.org,
LANCASTER SKIN CENTER PC,LANCASTER,PA,17601,39D0931167,lancasterskincenter.com,
GMG TUNKHANNOCK,TUNKHANNOCK,PA,18657,39D0192921,gmgtransport.com,
CENTERVILLE CLINICS INC LAB,FREDERICKTOWN,PA,15333,39D0657071,centervilleclinics.com,
PREFERRED PRIMARY CARE PHYSICIANS INC,CARNEGIE,PA,15106,39D0179913,ppcp.org,
AZIZKHAN INTERNAL MEDICINE ASSOCIATES,CAMP HILL,PA,17011,39D0978140,azizkhaninternalmedicine.com,
PA DEPT OF HEALTH BUREAU OF LABS,EXTON,PA,19341,39D0709453,pa.gov,
"INFECTIOUS DISEASE LABORATORIES, UNIV OF PITTS",PITTSBURGH,PA,15213,39D1010503,dom.pitt.edu,
PUBLIC HEALTH LAB CITY OF PHILADELPHIA,PHILADELPHIA,PA,19145,39D0657854,phila.gov,
GMG POTTSVILLE,POTTSVILLE,PA,17901,39D0189568,city.pottsville.pa.us,
ARTHRITIS & OSTEOPOROSIS CENTER INC,WYOMISSING,PA,19610,39D0952961,arthritisofreading.com,
UPMC DERMATOPATHOLOGY LAB,PITTSBURGH,PA,15213,39D0657006,dermpath.upmc.edu,
ATLANTIC DERMATOPATHOLOGY LLC,LESTER,PA,19029,39D1072929,contractlaboratory.com,
"BIOLOGICAL SPECIALTY COMPANY, LLC",COLMAR,PA,18915,39D0986074,biospecialty.com,
PITTSBURGH RETROVIRUS LABORATORY,PITTSBURGH,PA,15261,39D0657056,dom.pitt.edu,
LABORATORY ASSOCIATES OF ERIE LLC,ERIE,PA,16507,39D2135920,associatedclinicallabs.com,
BALDASSANO DERMATOPATHOLOGY PC,LOWER GWYNEDD,PA,19002,39D1041216,drbaldassano.com,
SALIMETRICS LLC,STATE COLLEGE,PA,16803,39D0986679,salimetrics.com,
ST GEORGE'S LAB,JOHNSTOWN,PA,15905,39D1097101,stgeorgeslab.com,
YORK HOSP PULM PHYSIOLOGY LAB,YORK,PA,17402,39D1107858,wellspan.org,
CORE LABORATORY,PITTSBURGH,PA,15238,39D0928351,pittcorelab.com,
HELOMICS CORPORATION,PITTSBURGH,PA,15201,39D2008853,helomics.com,
PARTNERS IN SPECIALTY PATHOLOGY,LANCASTER,PA,17601,39D2037437,psppath.com,
ARIEL PRECISION MEDICINE INC,PITTSBURGH,PA,15206,39D2126563,arielmedicine.com,
"GATES PHYSICIAN SERVICES, LLC",ALTOONA,PA,16602,39D2107217,providers.upmc.com,
PHOENIXVILLE VALLEY FORGE DERMATOLOGY ASSOC,PHOENIXVILLE,PA,19460,39D2076698,phoenixvillevalleyforgedermatology.com,
"CENTER FOR EMERGENCY MEDICINE OF WESTERN PA, INC",WEST MIFFLIN,PA,15122,39D2142578,centerem.org,
"CONTAMINATION SOURCE IDENTIFICATION, LLC",HUNTINGDON,PA,16652,39D2180522,csidx.com,
"RDL CONSULTING, LLC",BETHLEHEM,PA,18018,39D2251137,rdlconsultingllc.com,
PRISM MOLECULAR,BLAKELY,PA,18447,39D2278293,prismmolecular.com,
STEMEXPRESS DBA CGT GLOBAL,EAST NORRITON,PA,19403,39D2243490,cgt.global,
ADVANCED GENOMICS,FEASTERVILLE TREVOSE,PA,19053,39D2262818,advancedgenomicsinc.com,
"CSL PLASMA, INC",WILKES BARRE,PA,18702,39D2179898,cslplasma.com,
INSTITUTE FOR DERMATOPATHOLOGY INC,FLOURTOWN,PA,19031,39D2290587,dermpathdiagnostics.com,
PRESCIENT LAB SERVICES,HERSHEY,PA,17033,39D2320997,prescientlabservices.com,
ACHD CLINICAL SERVICES,PITTSBURGH,PA,15219,39D2321933,chp.edu,
VINODH PILLAI,PENN VALLEY,PA,19072,39D2314273,pathology.med.upenn.edu,
"PRIMBIO RESEARCH INSTITUTE, LLC",GARNET VALLEY,PA,19060,39D2085645,primbioresearch.com,
GEISINGER DICKSON CTY CC LAB,DICKSON CITY,PA,18519,39D2322520,geisinger.org,
LABORATORIO CLINICO DR CAJIGAS,BAYAMON,PR,00960,40D0658017,cajigas.com,
LABORATORIO CLINICO ROLMAR-RIVERA INC,AIBONITO,PR,00705,40D0657986,laboratoriosrolmar.com,
LABORATORIO CLINICO VALLE ARRIBA,CAROLINA,PR,00984,40D0000265,laboratoriospr.com,
LABORATORIO CLINICO Y  BACTERIOLOGICO BORINQUEN,AGUADILLA,PR,00605,40D0657978,laboratoriosborinquen.com,
LABORATORIO CLINICO RODRIGUEZ,ARECIBO,PR,00612,40D0657993,laboratoriorodriguez.com,
LABORATORIO CLINICO IRIZARRY GUASCH,SAN GERMAN,PR,00683,40D0000744,milaboratoriopr.com,
LABORATORIO CLINICO ANASCO,ANASCO,PR,00610,40D0657987,misresultados.com,
LAB CLINICO TOLEDO,ARECIBO,PR,00612,40D0657994,laboratoriotoledo.com,
QUEST DIAGNOSTICS LABORATORIO DE ANALISIS CLINICO,BARCELONETA,PR,00617,40D0658002,questdiagnostics.com,
LABORATORIO CLINICO FERAM,AIBONITO,PR,00705,40D0657985,laboratorioferam.com,
LABORATORIO CLINICO BORINQUEN - HERMANAS DAVILA,BAYAMON,PR,00959,40D0658013,laboratoriosborinquen.com,
LABORATORIO CLINICO BORINQUEN - FOREST HILLS,BAYAMON,PR,00959,40D0658016,laboratoriosborinquen.com,
LABORATORIO CLINICO PLAZA,BAYAMON,PR,00959,40D0658023,laboratoriobayamon.com,
LABORATORIO CLINICO BAYAMON,BAYAMON,PR,00960,40D0658026,laboratoriobayamon.com,
LABORATORIO CLINICO LOMAS VERDES,BAYAMON,PR,00956,40D0658022,laboratoriolomasverdes.com,
LABORATORIO TERESITA,BAYAMON,PR,00959,40D0658020,laboratorioteresita.com,
LABORATORIO CLINICO TOLEDO,ARECIBO,PR,00612,40D0657995,laboratoriotoledo.com,
LABORATORIO CLINICO SANTA JUANITA,BAYAMON,PR,00956,40D0658024,es.puertoricoindex.com,
LABORATORIO CLINICO BORINQUEN,CAGUAS,PR,00725,40D0658037,laboratoriosborinquen.com,
LABORATORIO CLINICO JERICO,CABO ROJO,PR,00623,40D0658032,superpagespr.com,
LABORATORIO CLINICO BORINQUEN-BAIROA,CAGUAS,PR,00725,40D0658041,laboratoriosborinquen.com,
LABORATORIO CLINICO TROPICAL BY VILLA  ANA,CAGUAS,PR,00726,40D0658040,laboratoriovillaana.com,
LABORATORIO CLINICO VILLA ANA CAGUAS,CAGUAS,PR,00725,40D0658043,laboratoriovillaana.com,
LABORATORIO CLINICO CANOVANAS,CANOVANAS,PR,00729,40D0658052,,
LABORATORIO CLINICO TURABO,CAGUAS,PR,00725,40D0658039,puertoricoindex.com,
LABORATORIO CLINICO VEGA,CAMUY,PR,00627,40D0658048,labclinicovega.com,
LABORATORIO CLINICO DEFILLO FRANCESCHI,GUAYANILLA,PR,00656,40D0658065,puertoricoindex.com,
LAB CLIN BORINQUEN - CIDRA PUEBLO,CIDRA,PR,00739,40D0658067,laboratoriosborinquen.com,
"LABORATORIO CLINICO DOCTOR'S CENTER-2, INC",VILLA CAROLINA,PR,00985,40D0658056,reviews.birdeye.com,
LABORATORIO CLINICO LAS ANTILLAS,CAYEY,PR,00736,40D0658062,superpagespr.com,
LABORATORIO CLINICO COAMO INC,COAMO,PR,00769,40D0658070,labclcoamo.com,
LABORATORIO CLINICO IRIZARRY GUASCH,COAMO,PR,00769,40D0658069,milaboratoriopr.com,
LAB CLINICO SABANA DEL PALMAR,COMERIO,PR,00782,40D0658072,,
LABORATORIO CLINICO SORAM,COAMO,PR,00769,40D0658071,laboratoriosoram.com,
QUEST DIAGNOSTICS LABORATORIO DE ANALISIS CLINICO,FAJARDO,PR,00738,40D0658085,questdiagnostics.com,
LABORATORIO CLINICO COROZAL INC,COROZAL,PR,00783,40D0658073,laboratorioclinicocorozalpr.com,
LAB CLINICO RODRIGUEZ INC,COROZAL,PR,00783,40D0658074,laboratoriorodriguez.com,
LABORATORIO CLINICO Y DE REFERENCIA DEL ESTE,FAJARDO,PR,00738,40D0658083,labeste.com,
LABORATORIO CLINICO GUAYAMA,GUAYAMA,PR,00785,40D0658093,laboratorioguayama.com,
"LAB ORATORIO CLINICO GUAYANILLENSE,CSP",GUAYANILLA,PR,00656,40D0658094,laboratorioclinicoguayanillense.com,
EXPRESS CLINICAL LAB,GUAYAMA,PR,00784,40D0658091,misresultados.com,
LABORATORIO CLINICO VILLA ANA,GURABO,PR,00778,40D0658101,laboratoriovillaana.com,
LABORATORIO CLINICO GUAYNABO,GUAYNABO,PR,00970,40D0658099,nexdu.com,
LABORATORIO CLINICO DEL PUEBLO,GUAYNABO,PR,00969,40D0658100,puertoricocercademi.com,
LABORATORIO CLINICO HORMIGUEROS,HORMIGUEROS,PR,00660,40D0658103,saludmedica.com,
LABORATORIO CLINICO IRIZARRY GUASCH,JUANA DIAZ,PR,00795,40D0658119,milaboratoriopr.com,
LABORATORIO CLINICO CAMPO ALEGRE,HATILLO,PR,00659,40D0658102,vitadox.com,
LABORATORIO CLINICO BORINQUEN-PLAZA ESMERALDA,GUAYNABO,PR,00969,40D0658098,laboratoriosborinquen.com,
"LABORATORIO CARDONA LAMELA, INC",ISABELA,PR,00662,40D0658115,puertoricoindex.com,
LABORATORIO CLINICO CIMA IV,HUMACAO,PR,00791,40D0658112,labcima.com,
LABORATORIO CLINICO PORTAL DEL SOL,ISABELA,PR,00662,40D0658117,superpagespr.com,
LABORATORIO CLINICO RODRIGUEZ,LAS PIEDRAS,PR,00771,40D0658125,laboratoriorodriguez.com,
LABORATORIO CLINICO SERVI-LAB,LUQUILLO,PR,00773,40D0658126,servi-lab.com,
LABORATORIO CLINICO SAN JOSE,MANATI,PR,00674,40D0658131,labclinicosanjose.com,
LABORATORIO CLINICO-PATOLOGICO SEVILLA,HUMACAO,PR,00791,40D0658114,pri.soopage.com,
LABORATORIO CLINICO UNIVERSAL,JUNCOS,PR,00777,40D0658123,laboratorioclinicouniversal.com,
LABORATORIO CLINICO IRIZARRY GUASCH,MAYAGUEZ,PR,00680,40D0658138,milaboratoriopr.com,
LABORATORIO CLINICO COLON,MAUNABO,PR,00707,40D0658133,laboratorioscolon.com,
LABORATORIO CLINICO ROXEL INC,HUMACAO,PR,00791,40D0658113,opendi.com.pr,
LABORATORIO CLINICO GAUDIER,MAYAGUEZ,PR,00680,40D0658143,labgaudier.com,
"LABORATORIO MEDICO  E INDUSTRIAL DEL SUR, CORP",JUANA DIAZ,PR,00795,40D0658120,npiindex.com,
LABORATORIO CLINICO SAN RAFAEL 2000,ISABELA,PR,00662,40D0658116,laboratoriosanrafaelpr.com,
LAB CLINICO CENTRAL DE LA MONTANA,NARANJITO,PR,00719,40D0658157,laboratoriocentralnaranjito.com,
LABORATORIO CLINICO ISLA CENTRO - CEDRO ARRIBA,NARANJITO,PR,00719,40D0658158,islacentro.wixsite.com,
LABORATORIO CLINICO MEDINA,NAGUABO,PR,00718,40D0658154,laboratoriomedina.com,
LABORATORIO CLINICO ISLA CENTRO - NARANJITO,NARANJITO,PR,00719,40D0658159,islacentro.wixsite.com,
"PATH LAB ,INC",COTO LAUREL,PR,00780,40D0658176,pathlabpr.com,
LABORATORIO CLINICO MERCADO,OROCOVIS,PR,00720,40D0658161,superpagespr.com,
LABORATORIO CLINICO ORTEGA,NARANJITO,PR,00719,40D0658160,puertoricoindex.com,
LABORATORIO CLINICO COSTA CARIBE,PONCE,PR,00717,40D0658183,labcostacaribepr.com,
LAB CLINICO SANTA MARIA,PONCE,PR,00731,40D0658186,labclinicosantamaria.com,
"MED CENTRO, INC",PONCE,PR,00716,40D0658180,medcentro.org,
PONCE CLINICAL LABORATORY INC,PONCE,PR,00716,40D0658189,npiindex.com,
LABORATORIO CLINICO SALINAS,SALINAS,PR,00751,40D0658200,pr.eldirectorio.co,
LABORATORIO CLINICO SALIMAR,SALINAS,PR,00751,40D0658199,labsalimarpr.com,
"PONCE CLINICAL LABORATORY, INC",PONCE,PR,00731,40D0658184,npiindex.com,
LABORATORIO CLINICO LICER,SAN LORENZO,PR,00754,40D0658206,puertoricoindex.com,
LAB CLINICO BACTERIOLOGICO LORIMAR,SAN SEBASTIAN,PR,00685,40D0658211,pr.eldirectorio.co,
LABORATORIO CLINICO MHC SAN SEBASTIAN,SAN SEBASTIAN,PR,00685,40D0658213,marketingmhc.com,
LABORATORIO CLINICO DEL CARMEN,YAUCO,PR,00698,40D0658233,opendi.com.pr,
LABORATORIO CLINICO MAGDALENA,SAN JUAN,PR,00907,40D0658240,labclinicomagdalena.com,
ASHFORD MEDICAL LABORATORY,SAN JUAN,PR,00907,40D0658241,planmenonita.org,
LABORATORIO CLINICO Y BACTERIOLOGICO SANTIAGO,UTUADO,PR,00641,40D0658221,vitadox.com,
LABORATORIO CLINICO SANTA LUCIA,VIEQUES,PR,00765,40D0658227,labeste.com,
HATO REY PATHOLOGY ASSOCIATES,HATO REY,PR,00918,40D0658266,hrplabs.com,
IMRL CLINICAL LAB,HATO REY,PR,00919,40D0658269,immunopr.com,
LABORATORIO CLINICO BORINQUEN-OCEAN PARK,SANTURCE,PR,00911,40D0658252,laboratoriosborinquen.com,
LABORATORIO  DOCTOR CENTER MIRAMAR,SANTURCE,PR,00907,40D0658242,premiummscpr.com,
LABORATORIO CLINICO METABOLICO,SANTURCE,PR,00909,40D0658247,superpagespr.com,
LABORATORIO CLINICO LAS ANTILLAS,SAN LORENZO,PR,00754,40D0658205,labantillas.com,
LABORATORIO CLINICO HATO REY INC,SAN JUAN,PR,00918,40D0658276,labhatorey.com,
LABORATORIO CLINICO MAYAGUEZ,SAN JUAN,PR,00917,40D0658271,wikimapia.org,
QUEST DIAGNOSTICS,RIO PIEDRAS,PR,00927,40D0658311,,
LABORATORIO CLINICO COSTA CARIBE,PUERTO NUEVO,PR,00920,40D0658289,labcostacaribepr.com,
LABORATORIO CLINICO BORINQUEN - LAS LOMAS,SAN JUAN,PR,00921,40D0658291,laboratoriosborinquen.com,
LABORATORIO CLINICO BORINQUEN-CLINICA LAS AMERICAS,HATO REY,PR,00917,40D0658273,laboratoriosborinquen.com,
LABORATORIO CLINICO LEBRON,SAN SEBASTIAN,PR,00685,40D0658210,misresultados.com,
FIRST CLINICAL LAB,RIO PIEDRAS,PR,00925,40D0658303,misresultados.com,
LABORATORIO CLINICO EL MONTE INC,HATO REY,PR,00918,40D0658274,laboratorioclinicoelmonte.com,
LABORATORIO CLINICO LA CUMBRE,SAN JUAN,PR,00926,40D0658305,global.showmelocal.com,
LABORATORIO CLINICO ALMI,RIO PIEDRAS,PR,00921,40D0658293,alignable.com,
LABORATORIO CLINICO SAGRADO CORAZON,SAN JUAN,PR,00926,40D0658307,laboratoriosagradocorazon.com,
LABORATORIO CLINICO RISAN,CAROLINA,PR,00982,40D0658298,puertoricoindex.com,
LAB CLINICO DOCTOR'S CENTER LABORATORY,CAROLINA,PR,00982,40D0658299,misresultados.com,
LABORATORIO DOCTOR CENTER 6,RIO PIEDRAS,PR,00925,40D0658300,doctorcenterlab.com,
LABORATORIO CLINICO TOLEDO,ARECIBO,PR,00612,40D0663833,laboratoriotoledo.com,
LABORATORIO CLINICO EL PARAISO,SAN JUAN,PR,00926,40D0658309,labparaiso.com,
LABORATORIO CLINICO SAN ANTONIO,SAN SEBASTIAN,PR,00685,40D0662395,labsanantonio.com,
LAB CLINICO Y PATOLOGICO JOSE DE DIEGO,AGUADILLA,PR,00603,40D0666607,,
LABORATORIO CLINICO COLON,YABUCOA,PR,00767,40D0662624,laboratorioscolon.com,
LABORATORIO CLINICO TORRIVER,RIO PIEDRAS,PR,00926,40D0663493,labclinicotorriver.com,
LABORATORICO CLINICO MICHELSAN,RIO PIEDRAS,PR,00921,40D0663173,laboratorioclinicomichelsaninc.com,
LABORATORIO CLINICO RIOS,SAN SEBASTIAN,PR,00685,40D0666305,vitadox.com,
LABORATORIO CLINICO LOPEZ 2,CAYEY,PR,00737,40D0666606,laboratoriolopezpr.com,
LABORATORIO CLINICO BARRETO ROMERO,HATILLO,PR,00659,40D0666079,puertoricoindex.com,
LAB CLINICO SANTA ISABEL,SANTA ISABEL,PR,00757,40D0666939,laboratorioclinicosantaisabel.com,
LABORATORIO CLINICO LARACUENTE,DORADO,PR,00646,40D0663215,saludmedica.com,
IMRL CLINICAL LAB,CAROLINA,PR,00985,40D0666528,saludmedica.com,
CENTRO DE DIAGNOSTICO Y TRATAMIENTO DE,ARECIBO,PR,00612,40D0663834,cdtvillalossantos.com,
LABORATORIO CLINICO DOMINGUITO,ARECIBO,PR,00612,40D0666529,puertoricoindex.com,
"LAB CLINICO BACTERIOLOGICO LARES,INC",LARES,PR,00669,40D0666940,misresultados.com,
LABORATORIO CLINICO CENTRO 4,TRUJILLO ALTO,PR,00976,40D0666513,labclinicotrujilloalto.com,
LABORATORIO CLINICO IRIZARRY GUASCH,COTO LAUREL,PR,00780,40D0667128,milaboratoriopr.com,
LABORATORIO CLINICO BORINQUEN - VILLA BLANCA,CAGUAS,PR,00725,40D0667748,laboratoriosborinquen.com,
LABORATORIO CLINICO LILLIAN,SAN GERMAN,PR,00683,40D0667350,puertoricocercademi.com,
"COREPLUS SERVICIOS CLINICOS Y PATOLOGICOS, LLC",PONCE,PR,00716,40D0667558,corepluspr.com,
LABORATORIO CLINICO GUANICA,GUANICA,PR,00653,40D0667457,puertoricocercademi.com,
LABORATORIO CLINICO GRISELLE,MANATI,PR,00674,40D0667291,superpagespr.com,
LABORATORIO CLINICO NEGRON,SABANA GRANDE,PR,00637,40D0667290,labnegron.com,
LABORATORIO CLINICO MEDI-SERV,ARECIBO,PR,00612,40D0667258,npiindex.com,
LABORATORIO CLINICO ISLA CENTRO- BARRANQUITAS,BARRANQUITAS,PR,00794,40D0667627,islacentro.wixsite.com,
"LABORATORIO CLINICO SANDON, INC",PONCE,PR,00733,40D0667635,npiindex.com,
INNOVA LAB,YAUCO,PR,00698,40D0667892,innova-lab.com,
LABORATORIO CLINICO ZORIMAR,CAROLINA,PR,00985,40D0667305,misresultados.com,
LABORATORIO CLINICO-MEDICO CAROLINA,CAROLINA,PR,00983,40D0667080,misresultados.com,
PR CLINICAL REFERENCE LABORATORY,VEGA BAJA,PR,00693,40D0667819,prclinical.com,
LABORATORIO CLINICO ENSENADENO,ENSENADA,PR,00647,40D0667456,abcmedicopr.com,
LABORATORIO CLINICO PUERTO NUEVO,SAN JUAN,PR,00920,40D0668124,misresultados.com,
QUEST DIAGNOSTICS,MOCA,PR,00676,40D0667559,locations.questdiagnostics.com,
LABORATORIO CLINICO OROCOVIS,OROCOVIS,PR,00720,40D0668960,bukutelepon.cybo.com,
LABORATORIO CLINICO MOROVIS,MOROVIS,PR,00687,40D0668987,misresultados.com,
LABORATORIO CLINICO KAMIL,PONCE,PR,00717,40D0669349,npiindex.com,
CDT-CENTRO DE SALUD MARIANO RIVERA RAMOS,CAYEY,PR,00736,40D0668343,salud.pr.gov,
LABORATORIO CLINICO BAYANEY,AGUADILLA,PR,00603,40D0668352,laboratorioomarys.com,
LABORATORIO CLINICO LOMAR,CIALES,PR,00638,40D0669486,vitadox.com,
LAB CLINICO CLETS INST OF HEALTH LABS,SAN JUAN,PR,00921,40D0669618,wikimapia.org,
LABORATORIO CLINICO MARTIN,BAYAMON,PR,00959,40D0669529,labmartin.com,
LAB CLINICO BACTERIOLOGICO CARIBBEAN INC,BAYAMON,PR,00959,40D0670332,medicita.app,
LABORATORIO CLINICO DEL CENTRO,FLORIDA,PR,00650,40D0670595,puertoricoindex.com,
LABORATORIO CLINICO FLORES,MOROVIS,PR,00687,40D0670594,centroclinicoflores.com,
LABORATORIO CLINICO JARDINES CORP,CAROLINA,PR,00983,40D0670646,laboratorioclinicojardinespr.com,
"LABORATORIO CLINICO J RODRIGUEZ, LLC",SABANA GRANDE,PR,00637,40D0670351,laboratoriorodriguez.com,
LABORATORIO CLINICO MANUED,HUMACAO,PR,00792,40D0669862,laboratoriomanued.com,
LABORATORIO CLINICO MONTEMAR II,BARCELONETA,PR,00617,40D0670708,laboratorioclinicomontemar.com,
LABORATORIO CLINICO MODELO,CATANO,PR,00962,40D0670892,misresultados.com,
LABORATORIO CLINICO LA GUADALUPE,PONCE,PR,00732,40D0670943,opendi.com.pr,
LABORATORIO CLINICO VAN SCOY,TOA BAJA,PR,00949,40D0671002,vitadox.com,
"LABORATORIO CLINICO EL VIVI, INC",UTUADO,PR,00641,40D0671544,vitadox.com,
CENTRO SERVICIOS MEDICOS LEVITTOWN,TOA BAJA,PR,00949,40D0671069,serviciosmedicoslevittown.com,
LAB CLINICO EL SENORIAL INC,RIO PIEDRAS,PR,00926,40D0671135,laboratorioclinicosenorial.com,
LABORATORIO CLINICO DR BASORA,MAYAGUEZ,PR,00680,40D0671654,vitadox.com,
LABORATORIO CLINICO VILLA ANA GURABO,GURABO,PR,00778,40D0672860,laboratoriovillaana.com,
LABORATORIO CLINICO PLAZA RIO HONDO,BAYAMON,PR,00961,40D0670893,puertoricoindex.com,
LABORATORIO CLINICO BORINQUEN QUADRANGLE,CAGUAS,PR,00725,40D0671731,laboratoriosborinquen.com,
LABORATORIO CLINICO FERNANDO MONTILLA,SAN JUAN,PR,00918,40D0672862,laboratorioenhatorey.com,
LABORATORIO CLINICO GORDO,GUAYNABO,PR,00969,40D0673285,labgordo.com,
LABORATORIO CLINICO BORINQUEN,SANTURCE,PR,00909,40D0674134,laboratoriosborinquen.com,
LABORATORIO CENTRAL DE LEVITTOWN CORP,TOA BAJA,PR,00950,40D0673356,laboratorioclinicocentraldelevittown.com,
LABORATORIO CLINICO LEVITTOWN,TOA BAJA,PR,00950,40D0671732,labcentrallevittown.com,
LABORATORIO CLINICO CASTILLO,ANASCO,PR,00610,40D0675943,labclinicocastillo.com,
LABORATORIO CLINICO IRIZARRY GUASCH,MAYAGUEZ,PR,00681,40D0672810,milaboratoriopr.com,
LABORATORIO CLINICO COSTA SALUD-MOCA,MOCA,PR,00676,40D0676312,costasalud.com,
LABORATORIO CLINICO RINCON'S PSC,RINCON,PR,00677,40D0676705,laboratorioclinicorincon.com,
LABORATORIO CLINICO ALFECIZA,VILLALBA,PR,00766,40D0672624,opendi.com.pr,
LAB CLINICO LOPEZ RIVERA CSP,CAYEY,PR,00737,40D0677750,laboratoriolopezpr.com,
LABORATORIO CLINICO MANATI,MANATI,PR,00674,40D0676839,,
LABORATORIO CLINICO DE HOSTOS,MAYAGUEZ,PR,00682,40D0675242,premiummscpr.com,
LABORATORIO CLINICO LECORD,SAN JUAN,PR,00901,40D0682041,laboratorioclinicolecord.com,
LABORATONO CLINICO SAN MARTIN,SAN JUAN,PR,00923,40D0678283,laboratoriosanmartinlarespr.com,
LABORATORIO CLINICO SOTO,MOCA,PR,00676,40D0675509,vitadox.com,
QUEST DIAGNOSTICS LABORATORIO ANALISIS CLINICO,BAYAMON,PR,00960,40D0685119,questdiagnostics.com,
LAB CLINICO BAYAMON,BAYAMON,PR,00960,40D0689663,laboratoriobayamon.com,
LABORATORIO AVANZADO EMMANUEL,CIALES,PR,00638,40D0684552,labemmanuel.com,
LABORATORIO CLINICO IRIZARRY GUASH,AGUADA,PR,00602,40D0689954,milaboratoriopr.com,
LABORATORIO CLINICO REX,BAYAMON,PR,00957,40D0682233,labclinicorex.com,
"LABORATORIO CLINICO AVANZADO EMMANUEL, INC",TOA ALTA,PR,00953,40D0684519,labemmanuel.com,
LABORATORIO CLINICO DY-MATOS,BAYAMON,PR,00959,40D0691286,puertoricoindex.com,
LABORATORIO CLINICO QUEBRADA,CAMUY,PR,00627,40D0680117,puertoricocercademi.com,
LABORATORIO CLINICO REFERENCIA CIMA,YABUCOA,PR,00767,40D0690738,labcima.com,
"LABORATORIO  GARCIA, CORPORATION",ANASCO,PR,00610,40D0693411,vitadox.com,
LABORATORIO CLINICO IRIZARRY GUASCH,ISABELA,PR,00662,40D0682782,milaboratoriopr.com,
LAB CLINICO CAMPO RICO,SAN JUAN,PR,00924,40D0693615,camporicolab.com,
LABORATORIO CLINICO TINTILLO,GUAYNABO,PR,00966,40D0693037,npiviewer.com,
LABORATORIO CLINICO MIGRANT MEDICO IV,MAYAGUEZ,PR,00680,40D0694233,saludmedica.com,
LABORATORIO CLINICO VILLA ANA NAGUABO,NAGUABO,PR,00718,40D0694100,laboratoriovillaana.com,
LABORATORIO CLINICO PLATZER INC,HATO REY,PR,00918,40D0691287,laboratorioclinicoplatzer.com,
LABORATORIO CLINICO TOA ALTA,TOA ALTA,PR,00953,40D0691923,labdeltoa.com,
LABORATORIO CLINICO ALMENDROS,BAYAMON,PR,00961,40D0694053,laboratorioclinicoalmendros.com,
LABORATORIO CLINICO CIUDAD UNIVERSITARIA,TRUJILLO ALTO,PR,00976,40D0697545,labclinicotrujilloalto.com,
LABORATORIO CLINICO SAN CRISTOBAL,BARRANQUITAS,PR,00794,40D0696769,lcscpr.com,
LABORATORIO  EXPRESO TRUJILLO ALTO,RIO PIEDRAS,PR,00926,40D0697546,laboratoriospr.com,
LABORATORIO CLINICO ESMERALDA,GUAYNABO,PR,00969,40D0698114,laboratorioesmeralda.com,
LABORATORIO CLINICO RIO GRANDE,RIO GRANDE,PR,00745,40D0701757,laboratorioriogrande.com,
"LABORATORIO CLINICO SERHANT,INC",PONCE,PR,00717,40D0702776,nrc.gov,
LABORATORIO CLINICO OCCIDENTAL,AGUADA,PR,00602,40D0702100,abcmedicopr.com,
LABORATORIO CLINICO COUNTRY CLUB,SAN JUAN,PR,00924,40D0699932,misresultados.com,
LABORATORIO  CLINICO HNOS MIKASOBE,CANOVANAS,PR,00729,40D0698569,laboratorioamericapr.com,
