src_name,src_domain,src_clia,persona,apollo_id,contact_name,contact_first_name,contact_email,contact_title,contact_linkedin_url,contact_phone
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2180531,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2180531,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2180656,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,26D2180656,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
SAINT LOUIS COUNTY PUBLIC HEALTH - NORTH CENTRAL,stlouiscountymo.gov,26D2182922,ceo_owner,54a5f8ca74686938acc4d9b7,Gen Fr***k,Gen,(require direct fetch),Co-Founder and Co-Owner of Dreameaver Duo,,
SAINT LOUIS COUNTY PUBLIC HEALTH - NORTH CENTRAL,stlouiscountymo.gov,26D2182922,medical_director,54a2fb5e7468692e7113a24b,Paula Ol***g,Paula,(require direct fetch),Medical Director,,(require direct fetch)
QUEST DIAGNOSTICS SPRINGFIELD RRL,locations.questdiagnostics.com,26D2224298,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
QUEST DIAGNOSTICS - JOPLIN RRL,locations.questdiagnostics.com,26D2224300,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
QUEST DIAGNOSTICS - COLUMBIA RRL,locations.questdiagnostics.com,26D2240693,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
QUEST DIAGNOSTICS - MERCY HOSP FLOW LAB,mercy.net,26D2257912,ceo_owner,63dd588f4ac580000162d13e,David Ar***a,David,(require direct fetch),Senior Vice President - President of Community Operations,,(require direct fetch)
MERCY MOBILE HEALTH - SPRINGFIELD,mercy.net,26D2309664,ceo_owner,63dd588f4ac580000162d13e,David Ar***a,David,(require direct fetch),Senior Vice President - President of Community Operations,,(require direct fetch)
"PANOME BIO, INC",panomebio.com,26D2326307,ceo_owner,66f6e3ed37daa60001494fbe,Edward We***n,Edward,(require direct fetch),Co-Founder and CEO,,(require direct fetch)
MONTANA PUBLIC HEALTH LABORATORY,dphhs.mt.gov,27D0652531,ceo_owner,5ac8393ba6da9840fc1a4a00,Rob Sa***n,Rob,(require direct fetch),Vice President of Maint.,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,27D0990025,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,27D0990025,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
WESTERN MONTANA CLINIC-CMC,westernmontanaclinic.com,27D2091245,ceo_owner,65119b735494870001c35be7,Pamela Cu***r,Pamela,(require direct fetch),President,,(require direct fetch)
WESTERN MONTANA CLINIC MOHS LAB,westernmontanaclinic.com,27D2107786,ceo_owner,65119b735494870001c35be7,Pamela Cu***r,Pamela,(require direct fetch),President,,(require direct fetch)
BILLINGS CLINIC MED FLIGHT BILLINGS,billingsclinic.com,27D2138320,ceo_owner,60f719bac9a7ce0001f4846c,Robert De***t,Robert,(require direct fetch),"Vice President, Ancillary Services & Operations",,
BILLINGS CLINIC MED FLIGHT BILLINGS,billingsclinic.com,27D2138320,medical_director,646b67b6b972ca00010999e3,Nathan Al***n,Nathan,(require direct fetch),Medical Director SANE Program,,(require direct fetch)
"HEMATOLOGICS, INC",hematologics.com,27D2168274,medical_director,66fde1ae5e0d170001e09ec4,Chad Hu***n,Chad,(require direct fetch),Medical Director of Clinical Trials and Research,,(require direct fetch)
BILLINGS CLINIC MED FLIGHT BELGRADE,billingsclinic.com,27D2242990,ceo_owner,60f719bac9a7ce0001f4846c,Robert De***t,Robert,(require direct fetch),"Vice President, Ancillary Services & Operations",,
BILLINGS CLINIC MED FLIGHT BELGRADE,billingsclinic.com,27D2242990,medical_director,646b67b6b972ca00010999e3,Nathan Al***n,Nathan,(require direct fetch),Medical Director SANE Program,,(require direct fetch)
BENEFIS HELENA SPECIALTY CENTER,benefis.org,27D2297351,ceo_owner,54a4d7c57468693209187167,Casey Bu***m,Casey,(require direct fetch),System Senior Vice President and Chief Human Resources Officer,,(require direct fetch)
RIVERSTONE HEALTH MOBILE UNIT,riverstonehealth.org,27D2322385,ceo_owner,60ed17ee076afd0001cd0c39,Jon Fo***e,Jon,(require direct fetch),President / CEO / Health Officer,,(require direct fetch)
RIVERSTONE HEALTH MOBILE UNIT,riverstonehealth.org,27D2322385,lab_director,671e2c18acd3640001123def,Joan Br***r,Joan,(require direct fetch),Senior Director of Operations,,(require direct fetch)
RIVERSTONE HEALTH MOBILE UNIT,riverstonehealth.org,27D2322385,medical_director,67dbf82d78a6880001fcb967,Erin Hi***n,Erin,(require direct fetch),Medical Director of Informatics,,
"CSL PLASMA, INC",cslplasma.com,28D0453719,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
PATHOLOGY SERVICES PC,pathologyservices.com,28D0456332,ceo_owner,57d31d55a6da98656433b2b8,James Mi***r,James,(require direct fetch),President,,(require direct fetch)
PATHOLOGY SERVICES PC,pathologyservices.com,28D0456332,medical_director,611a2db1bf1da30001d0f064,Lyle Ba***e,Lyle,(require direct fetch),Medical Director,,(require direct fetch)
LINCOLN-LANCASTER COUNTY HEALTH DEPARTMENT,lincoln.ne.gov,28D0674817,medical_director,5cc11a28a3ae61301be740be,Maureen Ti***n,Maureen,(require direct fetch),"Medical Director, Healthcare Associated Infections and Antimicrobial Resistance",,(require direct fetch)
PRECIPIO INC,precipiodx.com,28D2215036,ceo_owner,66f8a3c71fb6a70001013263,Zaki Sa***t,Zaki,(require direct fetch),Co-Founder & COO,,(require direct fetch)
PRECIPIO INC,precipiodx.com,28D2215036,medical_director,5e32d4ca69a3e20001889d43,David Hu***l,David,(require direct fetch),Medical Director,,(require direct fetch)
YORK NE RRL - QUEST DIAGNOSTICS,questdiagnostics.com,28D2219377,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
"PATHOLOGY MEDICAL SERVICES, PC",pmspc.org,28D2297263,medical_director,6075d6fce63f5d0001732e12,Thomas Bu***h,Thomas,(require direct fetch),Pathologist and Laboratory Medical Director,,(require direct fetch)
SOUTHERN NEVADA PUBLIC HEALTH LABORATORY,southernnevadahealthdistrict.org,29D1027844,medical_director,5ab8ba74a6da9814ef0093b7,Christian Yo***g,Christian,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,29D2140510,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
OPTIMUMEDICINE,optimumedicine.com,29D2157494,medical_director,61994edbaf78820001229683,Aaron Os***e,Aaron,(require direct fetch),Medical Director and Laboratory Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,29D2258441,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
LABORATORY CORPORATION OF AMERICAN HOLDINGS,labcorp.com,30D0087087,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICAN HOLDINGS,labcorp.com,30D0087087,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
ELLIOT URGENT CARE POCT LAB AT LONDONDERRY,elliothospital.org,30D1059581,ceo_owner,65979066aa94760001e78072,Kelli Ra***y,Kelli,(require direct fetch),Vice President & Chief Philanthropy Officer,,(require direct fetch)
DHART - MANCHESTER,dartmouth-hitchcock.org,30D2308580,ceo_owner,60f5de6ea293900001bdc067,Andrea Le***d,Andrea,(require direct fetch),"System Vice President, Provider HR Services",,(require direct fetch)
DHART - MANCHESTER,dartmouth-hitchcock.org,30D2308580,medical_director,6700746712768500011cc86e,Jonathan Th***g,Jonathan,(require direct fetch),Medical Director - Dartmouth Health/ Dartmouth Hitchcock Clinics Nashua,,(require direct fetch)
REPRODUCTIVE MEDICINE ASSOCIATES,rmanetwork.com,31D0919498,ceo_owner,5d397def80f93e1ec87213f3,Glenn Pr***r,Glenn,(require direct fetch),Regional Vice President,,(require direct fetch)
REPRODUCTIVE MEDICINE ASSOCIATES,rmanetwork.com,31D0919498,medical_director,66fe83e45898520001dc3f81,Marcy Ma***e,Marcy,(require direct fetch),"Medical Director, Liberty Corner Surgical Center",,(require direct fetch)
ELECTRON MICROSCOPY LABORATORY,emsl.com,31D1092394,ceo_owner,60e87f52ddb07f00011a726e,Dan Sa***o,Dan,(require direct fetch),Vice President Information Technology,,(require direct fetch)
ELECTRON MICROSCOPY LABORATORY,emsl.com,31D1092394,lab_director,66f74373d68d7200016daa12,Dominic Ge***t,Dominic,(require direct fetch),"Lab Manager II, Radiochemistry Technical Director, RSO",,(require direct fetch)
ATLANTICARE REGIONAL MEDICAL CENTER -,atlanticare.org,31D1100091,ceo_owner,66f1cb967ad5e10001cd78fe,Michael Ch***n,Michael,(require direct fetch),President and CEO,,(require direct fetch)
ATLANTICARE REGIONAL MEDICAL CENTER -,atlanticare.org,31D1100091,medical_director,5e70fa7b93a6600001ddbe32,Samson Za***v,Samson,(require direct fetch),Medical Director of Neurocritical Care and Critical Care,,(require direct fetch)
REPRODUCTIVE MEDICINE ASSOCIATES,rmanetwork.com,31D2046030,ceo_owner,5d397def80f93e1ec87213f3,Glenn Pr***r,Glenn,(require direct fetch),Regional Vice President,,(require direct fetch)
REPRODUCTIVE MEDICINE ASSOCIATES,rmanetwork.com,31D2046030,medical_director,66fe83e45898520001dc3f81,Marcy Ma***e,Marcy,(require direct fetch),"Medical Director, Liberty Corner Surgical Center",,(require direct fetch)
SYNERGY MEDICAL LABS,synergymedlabs.com,31D2053614,ceo_owner,66fb1e4a54ee700001e0948a,Arvind Gu***i,Arvind,(require direct fetch),Founder/CEO,,(require direct fetch)
REPRODUCTIVE MEDICINE ASSOCIATES,rmanetwork.com,31D2120264,ceo_owner,5d397def80f93e1ec87213f3,Glenn Pr***r,Glenn,(require direct fetch),Regional Vice President,,(require direct fetch)
REPRODUCTIVE MEDICINE ASSOCIATES,rmanetwork.com,31D2120264,medical_director,66fe83e45898520001dc3f81,Marcy Ma***e,Marcy,(require direct fetch),"Medical Director, Liberty Corner Surgical Center",,(require direct fetch)
ADVANCED CLINICAL SOLUTION,advancedclinical.com,31D2194901,ceo_owner,5f5b7d084e84ea0001a3aa4f,Jacob Mi***r,Jacob,(require direct fetch),"Vice President, Strategic Resourcing & Consulting Services",,(require direct fetch)
ADVANCED CLINICAL SOLUTION,advancedclinical.com,31D2194901,lab_director,66fa0a5dd1c6fd00018c1ae1,Richard He***g,Richard,(require direct fetch),Global Director of Operations,,(require direct fetch)
ADVANCED CLINICAL SOLUTION,advancedclinical.com,31D2194901,medical_director,54a8fbc3746869334a438e0a,Ewa Ha***k,Ewa,(require direct fetch),Medical Director,,(require direct fetch)
INSTITUTE FOR DERMATOPATHOLOGY INC,dermpathdiagnostics.com,31D2279658,ceo_owner,645bbd224075890001ffc975,James Co***n,James,(require direct fetch),Vice President Finance,,
INSTITUTE FOR DERMATOPATHOLOGY INC,dermpathdiagnostics.com,31D2279658,lab_director,64481a4ae6d0c40001a4ace5,Rachel Co***k,Rachel,(require direct fetch),Director of Operations,,(require direct fetch)
INSTITUTE FOR DERMATOPATHOLOGY INC,dermpathdiagnostics.com,31D2279658,medical_director,60be54df6ec0be00012d5d14,Molly Pi***n,Molly,(require direct fetch),Medical Director,,
"GIVE LEGACY - NEW JERSEY, LLC",givelegacy.com,31D2285605,ceo_owner,60eecd649517ab00014313c0,Steve Fi***n,Steve,(require direct fetch),President & COO,,(require direct fetch)
"GIVE LEGACY - NEW JERSEY, LLC",givelegacy.com,31D2285605,lab_director,54a79e677468696b7f456c45,Christin Le***h,Christin,(require direct fetch),Director of Operations and Implementation,,
GENETIKAPLUS US INC,genetikaplus.com,31D2303234,ceo_owner,54a4a0eb7468693b8c7e3d56,David Pa***n,David,(require direct fetch),"Vice President, Business Development",,(require direct fetch)
BERNALILLO HEALTH CARE CORP,bernco.gov,32D0689349,ceo_owner,62129187c463620001829618,Sarah Lo***e,Sarah,(require direct fetch),Founder and CEO,,(require direct fetch)
SANTA FE EAST BRANCH LAB,tricore.org,32D2092446,ceo_owner,66f28413bed407000160e9b0,Robin Di***e,Robin,(require direct fetch),President & CEO,,(require direct fetch)
SANTA FE EAST BRANCH LAB,tricore.org,32D2092446,medical_director,614d4814497d5100019e7b6d,Jesse Yo***g,Jesse,(require direct fetch),Medical Director of Clinical Device Trials and Research,,(require direct fetch)
QUEST DIAGNOSTICS,questdiagnostics.com,33D2317249,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
GUARDANT HEALTH - LONG ISLAND CITY,guardanthealth.com,33D2322874,ceo_owner,66f14fef831db30001f3f179,Amirali Ta***z,Amirali,(require direct fetch),Co-founder and Co-Chief Executive Officer,,(require direct fetch)
"BIOREFERENCE HEALTH, LLC",bioreference.com,33D2324066,ceo_owner,66f410925ad6c20001b4d58c,Hal Ro***e,Hal,(require direct fetch),Vice President Business Development,,(require direct fetch)
"BIOREFERENCE HEALTH, LLC",bioreference.com,33D2324066,lab_director,670bd0373d2c870001286090,Craig Al***n,Craig,(require direct fetch),Senior Director of Operations,,(require direct fetch)
"NIGHTINGALE HEALTH UNITED STATES, INC, NY LAB",nightingalehealth.com,33D2331591,ceo_owner,60dda33c3c035e0001e9602e,Antti Ka***s,Antti,(require direct fetch),CTO & Founder,,(require direct fetch)
REGENERON CLINICAL GENOMICS LABORATORY,regeneron.com,33D2332899,ceo_owner,6172521eb680aa0001b7fc9b,Jeffrey Re***d,Jeffrey,(require direct fetch),"Vice President, RGC Chief Data Officer",,(require direct fetch)
REGENERON CLINICAL GENOMICS LABORATORY,regeneron.com,33D2332899,medical_director,54aa82277468690377374908,Pablo Vi***a,Pablo,(require direct fetch),Medical Director,,(require direct fetch)
MOUNT SINAI DERMATOPATHOLOGY LABORATORY,mountsinai.org,33D2334608,ceo_owner,66f81662a8551a000135a195,Vincent Ta***o,Vincent,(require direct fetch),Executive Vice President and Chief Financial Officer,,(require direct fetch)
MOUNT SINAI DERMATOPATHOLOGY LABORATORY,mountsinai.org,33D2334608,lab_director,54a2ab447468693318caeb33,Darren De***j,Darren,(require direct fetch),System Director of Operations,,(require direct fetch)
MOUNT SINAI DERMATOPATHOLOGY LABORATORY,mountsinai.org,33D2334608,medical_director,66fc6182018c880001f11315,Charles Po***l,Charles,(require direct fetch),"Regional Medical Director, Mount Sinai Hospital Faculty Practice",,(require direct fetch)
NYU LANGONE HEALTH - PENN DISTRICT LABORATORY,nyulangone.org,33D2334703,ceo_owner,62193a10a1fe50000195f738,Nader Mh***i,Nader,(require direct fetch),"Chief Digital and Information Officer, Executive Vice President, Vice Dean at NYU Langone Health",,(require direct fetch)
NYU LANGONE HEALTH - PENN DISTRICT LABORATORY,nyulangone.org,33D2334703,medical_director,66fa2d939901a20001f051c8,Jonah Fe***n,Jonah,(require direct fetch),"Medical Director, Clinical Transformation and Informatics, NYU Langone Health System",,(require direct fetch)
PHL QUICKIE AT MORRISANIA,nyc.gov,33D2334895,ceo_owner,54a3c6bd7468692cf0bde811,Sharon Fox,Sharon,(require direct fetch),Borough President Appointee to Community Education Council 3 (CEC3),,(require direct fetch)
"HAMPTON PATHOLOGY, PC",southampton.stonybrookmedicine.edu,33D2338149,ceo_owner,605e0e5944b2ce0001553de5,Joel Sa***z,Joel,(require direct fetch),Vice President for Clinical Informatics,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,34D0670194,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
LABORATORY CORP OF AMERICA HOLDINGS,ir.labcorp.com,34D0705479,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORP OF AMERICA HOLDINGS,ir.labcorp.com,34D0705479,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
NC HEALTH DEPTS - AREA C,waynegov.com,34D0865177,ceo_owner,63159a1d5bb8610001f1a5e6,Julie Gr***m,Julie,(require direct fetch),Wayne County Existing Industry Director/Vice President of Ncgtpedr,,(require direct fetch)
PIEDMONT HEALTHCARE URGENT CARE,piedmonthealthcare.com,34D0922674,ceo_owner,5571489673696457b31a3300,Gloria Ba***t,Gloria,(require direct fetch),Registered Dietitian/Owner,,(require direct fetch)
PIEDMONT HEALTHCARE URGENT CARE,piedmonthealthcare.com,34D0922674,lab_director,57dda324a6da987b6db19e15,Kayce Jo***n,Kayce,(require direct fetch),Director of Operations,,(require direct fetch)
PIEDMONT HEALTHCARE URGENT CARE,piedmonthealthcare.com,34D0922674,medical_director,66f8068df3aaa20001137d00,Robert Ki***l,Robert,(require direct fetch),Medical Director Piedmont Healthcare Urgent Care and Occupational Medicine,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,34D0952253,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
